Date,Zone,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Pb,Temperature,Humidity,Wind_Speed
2019-03-20,Mathura_Refinery,122.576,196.043,70.904,65.161,3.479,27.041,36.583,0.286,26.205,68.177,8.71
2019-03-21,Mathura_Refinery,104.269,152.909,53.604,89.551,1.446,29.991,40.42,0.38,26.01,57.482,7.36
2019-03-22,Mathura_Refinery,116.556,205.485,67.951,70.013,2.721,22.525,45.949,0.31,25.426,55.073,8.472
2019-03-23,Mathura_Refinery,84.259,209.995,60.471,58.596,3.505,27.161,40.883,0.237,25.172,54.075,10.366
2019-03-24,Mathura_Refinery,77.492,185.138,51.314,71.032,3.664,33.59,38.521,0.299,23.736,55.798,8.721
2019-03-25,Mathura_Refinery,83.318,74.061,49.251,39.492,3.629,35.09,30.388,0.508,25.936,48.94,3.586
2019-03-26,Mathura_Refinery,64.68,94.811,84.142,87.208,2.404,29.218,36.521,0.279,25.658,47.815,8.645
2019-03-27,Mathura_Refinery,99.648,228.605,55.559,113.523,2.389,30.321,23.236,0.491,27.776,48.073,9.098
2019-03-28,Mathura_Refinery,89.181,184.905,58.448,45.415,4.145,32.117,44.356,0.35,27.95,48.487,8.37
2019-03-29,Mathura_Refinery,96.807,110.363,45.916,55.986,2.433,34.88,27.166,0.392,25.897,48.774,3.989
2019-03-30,Mathura_Refinery,98.536,178.038,63.68,45.411,1.767,38.653,26.046,0.473,27.87,30.129,5.769
2019-03-31,Mathura_Refinery,98.211,165.131,61.092,46.897,2.718,34.271,18.7,0.393,23.274,45.401,5.269
2019-04-01,Mathura_Refinery,115.545,221.529,47.529,51.01,2.544,21.902,22.437,0.337,28.0,45.433,4.353
2019-04-02,Mathura_Refinery,103.341,211.35,56.994,71.437,1.941,24.453,30.101,0.42,25.282,32.428,6.255
2019-04-03,Mathura_Refinery,90.228,213.568,57.376,65.163,3.582,32.067,28.519,0.359,26.933,41.969,6.176
2019-04-04,Mathura_Refinery,93.044,210.103,47.683,50.285,3.484,43.851,41.703,0.406,27.595,45.485,6.283
2019-04-05,Mathura_Refinery,55.091,220.699,59.477,55.395,2.853,50.329,39.225,0.348,28.961,62.989,8.867
2019-04-06,Mathura_Refinery,41.457,249.55,53.193,59.655,1.907,50.936,29.51,0.382,27.515,52.354,8.883
2019-04-07,Mathura_Refinery,38.341,219.786,48.757,40.141,3.319,38.966,27.767,0.204,24.419,59.833,7.313
2019-04-08,Mathura_Refinery,49.267,137.413,49.471,28.778,3.004,44.077,41.34,0.182,25.898,69.774,6.418
2019-04-09,Mathura_Refinery,86.37,179.256,55.317,78.072,3.826,25.767,44.083,0.132,26.744,54.205,6.412
2019-04-10,Mathura_Refinery,70.239,220.859,55.02,58.59,3.803,36.047,28.57,0.248,24.547,53.62,6.845
2019-04-11,Mathura_Refinery,75.863,238.872,52.669,58.034,2.838,26.21,25.96,0.146,26.783,70.651,8.765
2019-04-12,Mathura_Refinery,116.68,185.895,43.209,53.816,2.45,31.899,34.005,0.188,26.162,62.886,6.116
2019-04-13,Mathura_Refinery,86.044,195.992,58.261,57.928,3.122,54.753,32.189,0.148,28.497,61.187,10.309
2019-04-14,Mathura_Refinery,94.212,192.266,37.384,73.894,3.387,42.673,22.262,0.341,28.241,52.916,10.152
2019-04-15,Mathura_Refinery,71.692,272.857,49.204,73.597,1.76,31.182,34.246,0.235,31.415,60.245,5.01
2019-04-16,Mathura_Refinery,78.944,185.858,45.029,43.39,2.674,38.955,26.173,0.163,29.591,56.113,6.983
2019-04-17,Mathura_Refinery,64.806,159.16,67.242,33.119,2.597,33.234,39.778,0.282,29.949,37.037,9.779
2019-04-18,Mathura_Refinery,72.595,155.028,45.236,42.746,1.975,26.713,39.111,0.466,29.263,43.762,9.528
2019-04-19,Mathura_Refinery,101.604,146.391,38.242,48.24,2.542,54.315,26.057,0.365,27.057,38.404,7.745
2019-04-20,Mathura_Refinery,53.409,116.323,29.624,28.2,1.615,49.482,22.726,0.299,28.315,48.853,7.77
2019-04-21,Mathura_Refinery,73.165,50.692,38.123,49.031,1.697,41.788,21.209,0.375,30.295,43.029,8.282
2019-04-22,Mathura_Refinery,126.3251144704634,104.997,52.05834471235089,50.49012020129154,1.738,36.144,28.354,0.419,30.966,54.259,9.729
2019-04-23,Mathura_Refinery,74.663,153.547,33.661,69.938,1.933,34.813,28.386,0.393,30.042,54.539,5.72
2019-04-24,Mathura_Refinery,51.005,143.101,17.311,86.408,2.266,53.155,21.347,0.288,28.094,42.085,5.817
2019-04-25,Mathura_Refinery,73.867,220.001,37.057,64.824,1.813,48.133,16.644,0.34,30.436,44.446,10.568
2019-04-26,Mathura_Refinery,69.892,185.565,36.672,65.176,3.198,19.259,28.866,0.194,31.145,56.21,9.096
2019-04-27,Mathura_Refinery,74.317,189.205,23.735,39.956,2.769,48.085,28.188,0.18,32.134,66.043,11.647
2019-04-28,Mathura_Refinery,72.142,161.922,41.413,49.969,3.231,40.725,26.738,0.327,31.015,50.046,15.729
2019-04-29,Mathura_Refinery,112.853,187.106,29.345,46.211,2.686,44.142,30.493,0.426,28.631,41.751,10.058
2019-04-30,Mathura_Refinery,90.474,178.591,46.849,36.873,2.229,53.436,25.552,0.387,30.965,68.064,6.309
2019-05-01,Mathura_Refinery,65.098,209.745,37.774,43.338,3.395,92.21368743134298,29.154,0.161,31.21,59.531,6.766
2019-05-02,Mathura_Refinery,79.349,179.144,58.229,43.474,2.48,52.892,46.975,0.134,33.418,57.101,9.814
2019-05-03,Mathura_Refinery,85.532,180.338,57.234,45.154,2.339,41.453,44.378,0.168,32.43,48.054,11.327
2019-05-04,Mathura_Refinery,97.289,157.848,35.671,54.171,2.468,26.31,30.378,0.198,32.019,53.713,14.102
2019-05-05,Mathura_Refinery,92.913,131.278,27.737,39.501,1.584,33.685,23.364,0.132,32.611,70.556,10.364
2019-05-06,Mathura_Refinery,92.649,156.246,42.908,68.825,2.461,54.108,9.352,0.203,31.478,63.095,9.97
2019-05-07,Mathura_Refinery,114.081,222.455,39.937,42.146,2.728,39.926,27.955,0.401,31.044,67.989,7.293
2019-05-08,Mathura_Refinery,70.01,170.512,39.543,67.721,3.209,33.469,33.338,0.363,31.747,59.877,3.382
2019-05-09,Mathura_Refinery,62.949,170.385,53.715,45.305,3.176,52.322,26.437,0.331,30.931,46.38,6.07
2019-05-10,Mathura_Refinery,54.332,195.242,38.967,48.609,3.377,41.579,17.684,0.214,31.687,44.311,4.805
2019-05-11,Mathura_Refinery,54.177,179.36,36.794,39.548,2.437,34.18,14.411,0.11,35.198,39.259,8.073
2019-05-12,Mathura_Refinery,38.302,144.314,42.809,37.249,1.715,31.647,21.726,0.096,35.395,50.221,4.078
2019-05-13,Mathura_Refinery,73.642,73.451,49.52,54.402,3.193,37.981,24.424,0.065,34.501,64.384,4.879
2019-05-14,Mathura_Refinery,71.187,131.201,42.573,69.314,1.803,23.712,30.466,0.194,36.017,59.719,7.314
2019-05-15,Mathura_Refinery,46.474,72.846,38.399,71.32,1.298,29.695,28.851,0.27,33.283,53.296,8.507
2019-05-16,Mathura_Refinery,44.974,157.631,22.669,53.119,2.154,40.889,33.735,0.191,37.045,46.043,8.103
2019-05-17,Mathura_Refinery,68.866,152.811,22.844,52.553,3.048,45.413,31.748,0.247,34.38,54.272,11.963
2019-05-18,Mathura_Refinery,77.247,154.576,31.19,37.45,2.389,51.054,30.063,0.325,36.942,42.074,12.881
2019-05-19,Mathura_Refinery,97.802,109.511,30.842,29.315,2.467,59.898,14.152,0.386,38.039,38.206,8.515
2019-05-20,Mathura_Refinery,136.378,82.612,36.444,27.216,1.249,68.233,13.561,0.371,33.151,56.432,11.586
2019-05-21,Mathura_Refinery,105.983,123.158,47.506,34.339,1.534,64.839,18.671,0.29,35.909,52.273,13.135
2019-05-22,Mathura_Refinery,68.264,130.5,31.139,44.808,0.935,51.292,29.533,0.327,34.566,50.418,9.794
2019-05-23,Mathura_Refinery,32.604,120.077,33.257,24.529,2.049,40.447,38.647,0.387,33.693,50.924,8.813
2019-05-24,Mathura_Refinery,60.92,131.569,37.857,37.198,1.303,43.687,29.68,0.161,34.99,59.825,8.219
2019-05-25,Mathura_Refinery,47.899,182.548,28.594,51.646,1.03,45.766,21.302,0.282,33.374,57.939,6.733
2019-05-26,Mathura_Refinery,48.304,158.181,40.708,53.616,1.659,49.005,11.226,0.203,34.971,48.353,6.347
2019-05-27,Mathura_Refinery,50.995,171.739,46.849,42.433,2.438,54.587,24.599,0.191,33.602,44.868,10.109
2019-05-28,Mathura_Refinery,60.051,170.917,43.611,28.992,2.134,48.109,21.426,0.198,34.732,48.451,9.762
2019-05-29,Mathura_Refinery,84.233,187.192,55.497,43.653,2.365,56.435,40.816,0.251,36.918,54.718,7.541
2019-05-30,Mathura_Refinery,77.984,148.067,31.018,19.427,2.433,65.568,26.666,0.166,36.492,53.942,5.872
2019-05-31,Mathura_Refinery,69.851,82.09,34.236,46.417,2.085,64.799,37.557,0.191,35.31,52.767,5.557
2019-06-01,Mathura_Refinery,47.405,92.575,34.293,38.649,1.395,48.793,30.586,0.228,36.198,53.957,6.679
2019-06-02,Mathura_Refinery,29.437,118.272,25.047,53.288,1.775,34.47,19.245,0.223,33.81,53.631,9.389
2019-06-03,Mathura_Refinery,60.0643963771927,98.332,53.02351905976819,51.031116157593466,2.199,31.679,23.382,0.26,33.732,46.267,6.749
2019-06-04,Mathura_Refinery,57.259,110.834,25.586,47.555,2.494,32.764,28.028,0.224,34.348,61.667,9.393
2019-06-05,Mathura_Refinery,92.396,102.034,37.406,43.998,2.328,44.707,24.126,0.281,36.404,52.379,8.971
2019-06-06,Mathura_Refinery,79.105,154.985,45.1,40.055,1.558,52.795,28.501,0.328,36.733,54.608,8.688
2019-06-07,Mathura_Refinery,87.532,156.186,41.399,27.661,2.117,32.394,30.027,0.342,37.106,34.217,10.43
2019-06-08,Mathura_Refinery,60.962,137.732,21.037,37.237,1.807,31.539,26.289,0.277,36.498,43.995,10.743
2019-06-09,Mathura_Refinery,41.026,129.335,18.966,41.61,1.494,38.86,21.91,0.279,35.211,39.31,6.148
2019-06-10,Mathura_Refinery,40.021,124.542,33.015,60.099,1.614,33.288,16.093,0.31,38.024,38.608,4.983
2019-06-11,Mathura_Refinery,43.353,128.189,34.021,59.439,1.476,47.656,19.775,0.446,36.05,71.387,6.311
2019-06-12,Mathura_Refinery,90.145,94.555,13.615,42.917,2.137,44.269,22.568,0.399,36.916,63.38,8.072
2019-06-13,Mathura_Refinery,61.612,55.878,36.052,32.12,1.346,37.788,12.429,0.29,36.543,69.669,10.894
2019-06-14,Mathura_Refinery,76.351,98.433,35.881,24.104,1.22,44.956,19.455,0.19,37.41,68.581,9.294
2019-06-15,Mathura_Refinery,50.376,105.427,25.592,42.112,1.294,46.174,18.495,0.173,36.116,69.39,12.096
2019-06-16,Mathura_Refinery,63.643,125.938,33.502,30.853,2.039,33.863,12.738,0.162,38.028,58.221,8.154
2019-06-17,Mathura_Refinery,69.395,160.328,28.038,51.412,2.402,39.868,16.698,0.233,39.301,71.303,6.933
2019-06-18,Mathura_Refinery,63.089,173.588,25.703,50.135,1.342,51.289,18.346,0.18,39.29,69.151,6.931
2019-06-19,Mathura_Refinery,62.216,115.945,33.048,47.603,2.241,40.382,30.862,0.284,38.122,60.462,5.856
2019-06-20,Mathura_Refinery,52.248,108.357,47.182,40.306,2.593,24.712,26.731,0.154,36.836,59.144,9.577
2019-06-21,Mathura_Refinery,65.072,125.187,51.46,46.651,1.619,19.998,29.322,0.086,41.045,54.729,4.848
2019-06-22,Mathura_Refinery,50.962,158.092,39.164,38.39,0.654,28.099,22.047,0.135,37.268,54.799,5.682
2019-06-23,Mathura_Refinery,35.527,150.059,34.843,32.215,1.135,21.91,11.521,0.117,38.484,53.896,9.484
2019-06-24,Mathura_Refinery,31.701,156.249,39.668,43.422,2.027,34.103,21.141,0.095,38.209,57.667,7.938
2019-06-25,Mathura_Refinery,52.086,122.522,25.552,39.804,2.582,64.747,18.023,0.126,37.556,72.379,10.228
2019-06-26,Mathura_Refinery,81.353,97.082,34.638,32.074,1.736,38.121,18.415,0.131,37.677,49.637,13.506
2019-06-27,Mathura_Refinery,71.509,126.314,27.527,42.162,2.523,41.54,14.835,0.182,36.747,63.359,10.371
2019-06-28,Mathura_Refinery,63.275,93.18,32.767,39.848,1.126,73.948,19.174,0.162,37.746,54.164,11.403
2019-06-29,Mathura_Refinery,58.838,89.11,27.543,39.145,1.203,58.663,22.768,0.142,38.007,66.407,14.442
2019-06-30,Mathura_Refinery,69.541,89.737,30.031,31.502,1.214,44.344,23.606,0.162,41.529,55.722,11.421
2019-07-01,Mathura_Refinery,67.244,141.234,32.061,24.683,2.039,45.784,30.303,0.257,40.641,74.884,9.267
2019-07-02,Mathura_Refinery,56.869,116.12,12.83,49.416,2.428,53.954,33.654,0.324,39.501,74.523,10.402
2019-07-03,Mathura_Refinery,75.139,57.391,25.552,57.466,2.434,73.612,15.769,0.266,39.144,52.312,11.448
2019-07-04,Mathura_Refinery,72.316,102.294,34.121,54.445,1.459,52.744,12.932,0.247,40.833,92.14,9.298
2019-07-05,Mathura_Refinery,87.447,92.185,36.013,41.377,2.002,41.483,8.674,0.214,37.472,70.42,7.503
2019-07-06,Mathura_Refinery,66.739,93.279,29.398,33.364,1.846,26.792,16.528,0.215,37.27,76.146,11.408
2019-07-07,Mathura_Refinery,41.314,91.157,37.622,42.972,1.026,36.767,14.132,0.21,34.713,62.482,8.795
2019-07-08,Mathura_Refinery,32.103,97.297,36.288,37.006,0.592,26.734,15.78,0.294,37.245,53.021,10.825
2019-07-09,Mathura_Refinery,72.688,124.203,36.679,32.023,1.72,34.945,17.797,0.124,38.678,65.131,9.682
2019-07-10,Mathura_Refinery,89.919,81.371,41.383,53.08,1.659,32.467,21.601,0.161,36.598,64.52,12.509
2019-07-11,Mathura_Refinery,68.89,87.574,38.103,43.796,1.172,57.227,13.733,0.211,39.265,56.198,8.021
2019-07-12,Mathura_Refinery,57.472,117.612,27.291,56.76,1.426,46.592,11.717,0.208,37.228,68.782,6.221
2019-07-13,Mathura_Refinery,69.908,90.544,11.299,31.056,1.558,47.907,15.031,0.138,36.952,53.507,9.083
2019-07-14,Mathura_Refinery,43.894,60.85,17.061,35.293,1.456,26.982,21.3,0.091,37.501,69.964,6.059
2019-07-15,Mathura_Refinery,39.956,106.435,31.313,56.073,0.978,42.822,20.909,0.212,39.837,72.998,7.469
2019-07-16,Mathura_Refinery,60.83,135.079,28.645,45.644,2.22,31.815,16.915,0.163,37.231,41.174,11.039
2019-07-17,Mathura_Refinery,54.025,119.735,36.242,38.775,2.35,37.514,8.527,0.08,37.833,55.925,5.468
2019-07-18,Mathura_Refinery,56.992,69.649,34.385,27.736,1.843,74.049,20.694,0.211,38.758,75.747,7.831
2019-07-19,Mathura_Refinery,55.876,110.821,42.204,43.979,1.657,72.036,17.11,0.238,38.816,62.166,10.477
2019-07-20,Mathura_Refinery,55.701,67.996,30.553,30.701,1.648,52.443,12.435,0.193,38.877,78.852,8.936
2019-07-21,Mathura_Refinery,68.557,88.201,30.633,30.519,1.131,80.241,8.22,0.133,39.109,84.416,6.428
2019-07-22,Mathura_Refinery,64.276,81.755,34.868,23.844,1.632,50.497,8.609,0.172,37.287,66.277,6.82
2019-07-23,Mathura_Refinery,70.699,72.951,44.081,46.876,1.142,65.57,11.169,0.27,39.767,73.139,5.767
2019-07-24,Mathura_Refinery,33.826,86.008,23.613,52.424,1.474,36.605,15.831,0.132,38.146,87.638,7.252
2019-07-25,Mathura_Refinery,48.456,97.264,24.854,43.74,1.148,41.704,12.829,0.08,37.283,69.55,7.12
2019-07-26,Mathura_Refinery,42.68,91.208,35.248,29.928,1.039,29.437,18.664,0.119,39.203,71.731,6.57
2019-07-27,Mathura_Refinery,31.765,103.243,39.372,42.783,1.854,39.421,16.85,0.15,37.095,91.642,8.407
2019-07-28,Mathura_Refinery,31.569,88.385,32.893,33.433,1.631,41.244,26.436,0.138,37.593,71.415,11.479
2019-07-29,Mathura_Refinery,43.561,125.62,29.923,26.322,1.795,42.644,14.603,0.223,36.259,81.813,10.08
2019-07-30,Mathura_Refinery,66.917,124.437,36.758,17.392,0.925,61.224,19.345,0.285,40.361,64.373,11.654
2019-07-31,Mathura_Refinery,43.112,101.312,40.396,24.24,1.176,47.237,21.334,0.259,41.665,70.289,12.777
2019-08-01,Mathura_Refinery,53.797,88.247,32.519,19.462,1.728,53.115,16.022,0.267,38.668,81.188,8.679
2019-08-02,Mathura_Refinery,50.489,64.837,34.695,25.365,1.838,61.765,19.666,0.252,38.34,45.516,8.849
2019-08-03,Mathura_Refinery,46.094,87.919,37.211,35.285,0.857,33.707,21.685,0.207,37.429,57.504,7.447
2019-08-04,Mathura_Refinery,60.85,84.785,42.794,30.621,1.299,30.239,19.678,0.12,36.515,75.83,4.666
2019-08-05,Mathura_Refinery,68.901,46.587,42.166,39.21,1.75,42.633,27.876,0.111,36.781,80.303,7.414
2019-08-06,Mathura_Refinery,84.296,74.822,36.578,32.508,2.329,54.902,12.815,0.086,36.614,71.587,5.556
2019-08-07,Mathura_Refinery,68.085,77.616,33.641,37.37,1.728,69.834,13.715,0.154,34.371,59.926,8.039
2019-08-08,Mathura_Refinery,53.503,137.896,37.296,57.079,0.803,54.885,26.149,0.207,35.996,79.594,4.748
2019-08-09,Mathura_Refinery,54.94,83.996,33.572,43.405,0.975,47.579,28.256,0.119,36.159,74.111,7.058
2019-08-10,Mathura_Refinery,55.627,62.655,30.855,40.203,0.895,34.318,24.435,0.159,36.685,84.101,4.325
2019-08-11,Mathura_Refinery,55.19,104.917,21.72,23.508,1.527,41.545,25.958,0.125,36.283,85.779,7.945
2019-08-12,Mathura_Refinery,42.748,145.06,38.72,48.265,0.617,42.337,13.46,0.111,35.663,74.83,7.152
2019-08-13,Mathura_Refinery,55.99,110.527,26.285,38.936,1.152,42.89,22.828,0.135,37.14,91.791,6.632
2019-08-14,Mathura_Refinery,63.578,99.674,26.998,50.168,2.199,45.32,28.074,0.113,37.184,75.173,9.819
