Date,Zone,PM2.5,PM10,SO2,NO2,CO,O3,NH3,Pb,Temperature,Humidity,Wind_Speed,AQI,AQI_Category,AQI_MA7,AQI_MA30,PM2.5_MA7,PM2.5_MA30,PM10_MA7,PM10_MA30,AQI_lag1,AQI_lag7,AQI_roc,DayOfWeek,Month,Season,IsWeekend
2019-01-11,Mathura_Refinery,139.143,218.194,49.81,93.455,3.441,24.113,43.464,0.304,18.4035,42.775,5.026,314.9,Very Poor,234.72857142857143,255.84545454545457,102.78628571428571,112.54231818181819,191.59442857142858,192.29363636363635,213.3,320.2,0.476324425691514,4,1,Winter,0
2019-01-12,Mathura_Refinery,136.707,230.301,51.83,81.636,3.281,9.651,40.837,0.253,18.114,51.767,2.992,313.1,Very Poor,258.24285714285713,260.6166666666667,111.61314285714286,114.55604166666666,200.952,195.46091666666666,314.9,148.5,-0.0057161003493171325,5,1,Winter,1
2019-01-13,Mathura_Refinery,117.75,250.632,54.095,62.1,3.071,21.415,38.737,0.3215,20.361,65.1395,9.166,292.3,Poor,272.3,263.05384615384617,115.83242857142857,114.80173076923076,210.79185714285717,199.70484615384615,313.1,193.9,-0.06643244969658257,6,1,Winter,1
2019-01-14,Mathura_Refinery,146.0655,226.136,49.4955,73.71,3.801,32.806,37.824,0.39,19.085,78.512,8.0685,320.2,Very Poor,284.2,267.1357142857143,122.19735714285714,117.03485714285715,214.22057142857145,201.59278571428572,292.3,236.9,0.09544988026000678,0,1,Winter,0
2019-01-15,Mathura_Refinery,146.0655,208.545,44.896,85.006,3.847,38.362,36.911,0.162,18.194,66.536,6.971,320.2,Very Poor,294.2857142857143,270.67333333333335,128.03214285714287,118.97023333333333,218.07028571428575,202.05626666666666,320.2,249.6,0.0,1,1,Winter,0
2019-01-16,Mathura_Refinery,108.529,244.524,37.39,95.20100000000001,1.545,36.66,42.544,0.174,17.974,65.139,7.095,260.8,Poor,290.6857142857143,270.05625,126.97928571428572,118.31765625,226.34557142857142,204.7105,320.2,286.0,-0.18550905683947527,2,1,Winter,0
2019-01-17,Mathura_Refinery,129.088,267.224,53.571,95.20100000000001,2.522,37.015,42.192,0.454,17.563,65.352,7.976,307.2,Very Poor,304.09999999999997,272.24117647058824,131.90685714285715,118.95120588235294,235.07942857142854,208.38776470588235,260.8,213.3,0.1779141104294477,3,1,Winter,0
2019-01-18,Mathura_Refinery,96.638,225.976,53.466,95.20100000000001,3.568,29.9,50.181749999999994,0.411,17.173,65.565,5.596,220.2,Poor,290.57142857142856,269.35,125.83471428571428,117.71158333333334,236.19114285714286,209.36488888888888,307.2,314.9,-0.283203125,4,1,Winter,0
2019-01-19,Mathura_Refinery,122.194,237.245,44.958,95.20100000000001,4.3135,13.302,50.181749999999994,0.4505,17.279,57.79,7.775,301.9,Very Poor,288.9714285714286,271.06315789473683,123.76142857142857,117.9475,237.18314285714285,210.83226315789474,220.2,313.1,0.3710263396911897,5,1,Winter,1
2019-01-20,Mathura_Refinery,108.941,249.201,70.539,93.907,4.3135,17.66,45.855,0.49,20.454,54.727,8.343,262.2,Poor,284.6714285714285,270.62,122.503,117.497175,236.97871428571426,212.7507,301.9,292.3,-0.1315004968532626,6,1,Winter,1
2019-01-21,Mathura_Refinery,112.197,281.03112500000003,78.1505,83.2415,2.908,25.792,39.0205,0.356,20.374,50.882,13.935,273.4,Poor,277.98571428571427,270.752380952381,117.66464285714287,117.24478571428571,244.82087500000003,216.0021488095238,262.2,320.2,0.04271548436308148,0,1,Winter,0
2019-01-22,Mathura_Refinery,98.298,281.03112500000003,85.762,72.576,3.041,24.261,32.186,0.487,18.842,57.071,10.647,231.0,Poor,265.24285714285713,268.94545454545454,110.84071428571428,116.38356818181818,255.17603571428572,218.95801136363636,273.4,320.2,-0.15508412582296993,1,1,Winter,0
2019-01-23,Mathura_Refinery,146.0655,236.366,65.202,57.678,2.032,23.375,50.181749999999994,0.486,20.163,53.573,11.89,320.2,Very Poor,273.7285714285714,271.17391304347825,116.20307142857142,117.67408695652173,254.01060714285717,219.7148804347826,231.0,260.8,0.38614718614718613,2,1,Winter,0
2019-01-24,Mathura_Refinery,129.757,234.759,69.171,95.20100000000001,4.3135,18.057,50.181749999999994,0.485,17.017,59.903,6.409,307.7,Very Poor,273.8,272.6958333333333,116.29864285714287,118.17754166666667,249.37275000000002,220.34171875,320.2,307.2,-0.03903810118675832,3,1,Winter,0
2019-01-25,Mathura_Refinery,112.913,233.88,66.014,95.20100000000001,4.3135,15.703,47.85733333333333,0.404,20.052,46.553,9.506,275.8,Poor,281.74285714285713,272.82,118.62364285714285,117.96696,250.50189285714285,220.88325,307.7,220.2,-0.10367240818979517,4,1,Winter,0
2019-01-26,Mathura_Refinery,97.387,204.645,36.784,75.888,3.964,28.24,41.921,0.351,21.178,52.449,9.077,222.8,Poor,270.4428571428571,270.8961538461539,115.0797857142857,117.17542307692308,245.84475,220.2587019230769,275.8,301.9,-0.192168237853517,5,1,Winter,1
2019-01-27,Mathura_Refinery,113.8545,170.55900000000003,65.475,79.974,3.499,33.484,35.623,0.4435,23.013,68.466,8.997,279.0,Poor,272.84285714285716,271.1962962962963,115.78171428571429,117.05242592592593,234.6101785714286,218.41797222222223,222.8,262.2,0.2522441651705565,6,1,Winter,1
2019-01-28,Mathura_Refinery,130.322,136.473,63.182,87.542,4.3135,28.314,29.869,0.522,22.015,57.603,8.994,308.2,Very Poor,277.81428571428575,272.51785714285717,118.371,117.52633928571429,213.9590178571429,215.49136607142856,279.0,273.4,0.10465949820788523,0,1,Winter,0
2019-01-29,Mathura_Refinery,138.455,197.906,75.999,95.11,4.3135,28.1,29.814,0.458,20.822,73.355,11.981,314.4,Very Poor,289.7285714285714,273.96206896551723,124.1077142857143,118.24801724137932,202.084,214.88497413793104,308.2,231.0,0.020116807268007797,1,1,Winter,0
2019-01-30,Mathura_Refinery,142.157,181.251,67.7355,60.089,4.3135,19.935,30.6605,0.38,21.609,65.2695,10.128,317.2,Very Poor,289.3,275.40333333333336,123.54935714285713,119.04498333333332,194.21042857142857,213.76384166666668,314.4,320.2,0.008905852417302906,2,1,Winter,0
2019-01-31,Mathura_Refinery,146.0655,183.95850000000002,59.472,68.89,4.3135,27.152,31.507,0.522,19.2,57.184,7.205,320.2,Very Poor,291.0857142857143,275.5933333333333,125.87914285714285,119.29293333333334,186.9532142857143,213.16582499999998,317.2,307.7,0.009457755359394637,3,1,Winter,0
2019-02-01,Mathura_Refinery,139.363,186.666,49.212,74.018,3.72,37.302,50.181749999999994,0.522,18.606,54.56,6.388,315.1,Very Poor,296.7,278.63,129.6577142857143,120.6801,180.20835714285718,212.65805833333334,320.2,275.8,-0.015927545284197264,4,2,Winter,0
2019-02-02,Mathura_Refinery,103.548,145.594,67.613,78.585,3.817,19.219,42.234,0.44499999999999995,18.884,51.936,9.071,243.8,Poor,299.7,276.34000000000003,130.53785714285715,119.59766666666665,171.77250000000004,209.897125,315.1,222.8,-0.22627737226277378,5,2,Winter,1
2019-02-03,Mathura_Refinery,81.641,181.50799999999998,63.059,60.736,3.887,22.681,33.77,0.306,21.101,33.923,9.368,171.5,Moderate,284.34285714285716,271.3833333333333,125.93592857142858,117.45018333333334,173.33664285714283,211.21909166666666,243.8,279.0,-0.2965545529122232,6,2,Winter,1
2019-02-04,Mathura_Refinery,124.407,217.422,69.659,24.3,3.5755,27.783,41.313500000000005,0.513,18.826,54.525,5.333,303.6,Very Poor,283.68571428571425,276.55333333333334,125.09092857142858,119.09978333333332,184.90078571428572,212.973225,171.5,308.2,0.7702623906705541,0,2,Winter,0
2019-02-05,Mathura_Refinery,146.0655,251.898,87.563,36.543,3.264,29.807,48.857,0.478,17.807,75.523,8.014,320.2,Very Poor,284.51428571428573,280.7633333333333,126.17814285714284,121.02813333333333,192.6139285714286,215.31139166666668,303.6,314.4,0.054677206851119875,1,2,Winter,0
2019-02-06,Mathura_Refinery,132.242,281.03112500000003,91.505,60.664,4.3004999999999995,37.986,41.739,0.428,19.171,67.279,5.733,309.6,Very Poor,283.42857142857144,283.18666666666667,124.76171428571426,122.05250000000001,206.86823214285715,217.9412625,320.2,317.2,-0.03310430980637091,2,2,Winter,0
2019-02-07,Mathura_Refinery,100.522,281.03112500000003,86.953,72.585,4.3135,43.929,50.181749999999994,0.443,20.457,64.573,8.013,233.5,Poor,271.04285714285714,282.65,118.2555,121.89583333333333,220.73575000000002,221.25573333333335,309.6,320.2,-0.24580103359173133,3,2,Winter,0
2019-02-08,Mathura_Refinery,88.215,274.273,51.377,95.20100000000001,3.632,31.429,33.276,0.477,18.974,56.454,6.314,224.3,Poor,258.07142857142856,280.5933333333333,110.94864285714287,120.97303333333333,233.25103571428573,224.1782666666667,233.5,315.1,-0.03940042826552459,4,2,Winter,0
2019-02-09,Mathura_Refinery,111.187,180.654,43.837500000000006,90.859,3.028,29.003,44.338,0.396,20.408,66.236,6.734,269.9,Poor,261.8,282.47999999999996,112.03992857142855,121.5261,238.25960714285716,223.3305,224.3,243.8,0.20329915292019596,5,2,Winter,1
2019-02-10,Mathura_Refinery,122.503,222.3135,36.298,76.262,3.215,24.863,38.746,0.496,22.039,58.512,6.35,302.2,Very Poor,280.4714285714286,282.0566666666666,117.87735714285714,120.97143333333334,244.08896428571433,223.4678166666667,269.9,171.5,0.11967395331604314,6,2,Winter,1
2019-02-11,Mathura_Refinery,137.405,263.973,63.897,76.646,3.824,21.297,40.507,0.522,22.502,58.402,10.53,313.6,Very Poor,281.9,282.0733333333334,119.73421428571429,120.9947,250.73910714285716,224.59021666666666,302.2,303.6,0.03772336201191284,0,2,Winter,0
2019-02-12,Mathura_Refinery,107.297,198.212,53.664500000000004,95.20100000000001,3.207,25.964,34.593,0.522,21.522,40.547,9.856,256.6,Poor,272.81428571428575,280.8833333333333,114.19585714285714,120.64626666666666,243.0696785714286,222.84288333333333,313.6,320.2,-0.18176020408163263,1,2,Winter,0
2019-02-13,Mathura_Refinery,121.725,198.9605,43.432,74.72,4.3135,30.596,26.756,0.522,20.547,43.474,11.391,301.6,Very Poor,271.6714285714286,280.2633333333333,112.69342857142858,119.83491666666667,231.34530357142856,221.93703333333332,256.6,309.6,0.17537022603273567,2,2,Winter,0
2019-02-14,Mathura_Refinery,123.903,199.709,52.498,65.1745,4.3135,29.464,19.145,0.517,22.844,53.36,15.436,303.2,Very Poor,281.62857142857143,279.69666666666666,116.03357142857143,119.09616666666666,219.72785714285715,221.6425,301.6,233.5,0.0053050397877982824,3,2,Winter,0
2019-02-15,Mathura_Refinery,127.603,210.472,36.249,55.629,4.3135,21.636,25.217,0.522,21.344,62.562,11.073,306.1,Very Poor,293.3142857142857,281.2066666666667,121.66042857142857,119.73196666666666,210.61342857142859,220.50743333333332,303.2,224.3,0.009564643799472305,4,2,Winter,0
2019-02-16,Mathura_Refinery,122.1285,160.713,32.39,82.033,3.8165000000000004,19.953,26.1495,0.522,22.136,66.512,12.383,301.9,Very Poor,297.88571428571424,281.03,123.22349999999999,119.49998333333335,207.76471428571426,216.9570666666667,306.1,269.9,-0.013721006207122022,5,2,Winter,1
2019-02-17,Mathura_Refinery,116.654,163.347,28.531,76.826,3.294,18.27,27.082,0.522,23.98,43.655,11.565999999999999,288.6,Poor,295.9428571428571,283.31000000000006,122.38792857142857,120.16718333333333,199.34092857142858,214.86943333333332,301.9,302.2,-0.044054322623385045,6,2,Winter,1
2019-02-18,Mathura_Refinery,137.58,255.612,56.987,63.695,3.334,17.558,20.378,0.522,22.1205,35.498,10.749,313.7,Very Poor,295.9571428571429,283.70333333333326,122.41292857142858,120.68005,198.1465,215.48166666666665,288.6,313.6,0.0869715869715868,0,2,Winter,0
2019-02-19,Mathura_Refinery,127.869,198.68,65.984,69.233,2.373,25.306,25.554000000000002,0.522,20.261,40.775,7.404,306.3,Very Poor,303.0571428571429,285.17333333333335,125.35178571428573,121.31098333333334,198.21335714285715,213.79763333333332,313.7,256.6,-0.023589416640101946,1,2,Winter,0
2019-02-20,Mathura_Refinery,130.232,148.77,92.361,82.744,2.884,29.219,30.73,0.522,18.818,46.052,7.723,308.1,Very Poor,303.9857142857143,286.33000000000004,126.56707142857144,121.91215000000001,191.04328571428573,209.3889291666667,306.3,301.6,0.00587659157688547,2,2,Winter,0
2019-02-21,Mathura_Refinery,140.884,235.144,79.016,74.124,1.992,34.793,33.727,0.469,19.663,59.516,9.017,316.3,Very Poor,305.85714285714283,289.17333333333335,128.99292857142856,123.33168333333334,196.10542857142858,207.85935833333332,308.1,303.2,0.026614735475494866,3,2,Winter,0
2019-02-22,Mathura_Refinery,84.461,248.713,65.671,65.397,3.482,24.261,38.683499999999995,0.416,21.519,40.361,9.865,199.1,Moderate,290.5714285714286,285.13666666666666,122.8297857142857,121.2782,201.56842857142857,208.270925,316.3,306.1,-0.3705343028770155,4,2,Winter,0
2019-02-23,Mathura_Refinery,83.991,185.104,66.894,53.779,3.1705,27.473,43.64,0.349,21.949,47.588,6.073,179.5,Moderate,273.0857142857143,280.86333333333334,117.38157142857143,119.75266666666667,205.05285714285716,206.61575833333333,199.1,301.9,-0.0984429934706178,5,2,Winter,1
2019-02-24,Mathura_Refinery,80.075,123.533,40.213,63.867,2.859,30.685,40.415333333333336,0.305,24.729,51.102,5.409,166.1,Moderate,255.58571428571426,277.2066666666667,112.15599999999999,118.65806666666667,199.36514285714287,202.937525,179.5,288.6,-0.07465181058495829,6,2,Winter,1
2019-02-25,Mathura_Refinery,83.344,146.936,38.757,64.15,3.109,27.713,37.190666666666665,0.128,23.258499999999998,57.511,8.247,177.3,Moderate,236.1,275.69,104.408,118.18996666666665,183.84,201.01389166666667,166.1,313.7,0.06742925948223966,0,2,Winter,0
2019-02-26,Mathura_Refinery,94.885,186.974,57.147,62.421,3.907,27.999,33.966,0.465,21.788,45.382,7.327,214.3,Poor,222.95714285714288,273.53333333333336,99.69600000000001,117.55765,182.16771428571428,201.56105833333334,177.3,306.3,0.2086858432036096,1,2,Winter,0
2019-02-27,Mathura_Refinery,146.0655,186.70299999999997,27.866,45.811,2.673,26.728,29.645,0.4255,20.072,31.436,4.796,320.2,Very Poor,224.68571428571428,273.93333333333334,101.95792857142855,118.08243333333334,187.5867142857143,203.2353916666667,214.3,308.1,0.49416705552963114,2,2,Winter,0
2019-02-28,Mathura_Refinery,104.264,186.432,47.11,56.3935,3.263,35.768,42.996,0.386,22.793,46.639,5.987,246.3,Poor,214.6857142857143,271.66333333333336,96.7265,116.94273333333332,180.62785714285715,202.85292500000003,320.2,316.3,-0.23079325421611485,3,2,Winter,0
2019-03-01,Mathura_Refinery,137.829,198.789,40.379,66.976,3.892,39.805,37.048,0.224,22.248,56.173,7.178,313.9,Very Poor,231.08571428571426,271.55333333333334,104.35050000000001,116.79846666666667,173.49585714285715,203.437525,246.3,199.1,0.2744620381648395,4,3,Summer,0
2019-03-02,Mathura_Refinery,72.485,211.146,47.285,58.655,2.034,36.729,41.635,0.351,19.947,64.661,8.043,174.2,Moderate,230.32857142857142,266.68666666666667,102.70678571428572,114.34578333333334,177.21614285714284,204.343775,313.9,179.5,-0.44504619305511306,5,3,Summer,1
2019-03-03,Mathura_Refinery,77.546,103.693,35.876,62.801,2.924,29.019,38.178,0.261,21.306,54.779,9.128,157.5,Moderate,229.1,261.43333333333334,102.3455,112.28521666666667,174.38185714285714,201.57800833333334,174.2,166.1,-0.09586681974741673,6,3,Summer,1
2019-03-04,Mathura_Refinery,103.574,214.96,56.459,75.92699999999999,1.83,22.417,50.181749999999994,0.208,20.463,61.851,9.429,243.9,Poor,238.6142857142857,261.43666666666667,105.23549999999999,112.28608333333334,184.0995714285714,203.89020833333333,157.5,177.3,0.5485714285714287,0,3,Summer,0
2019-03-05,Mathura_Refinery,125.533,161.676,58.728,89.053,2.631,40.659,50.181749999999994,0.346,21.027,61.862,6.959,304.5,Very Poor,251.5,265.87,109.6137857142857,113.74915,180.4855714285714,203.2291416666667,243.9,214.3,0.2484624846248462,1,3,Summer,0
2019-03-06,Mathura_Refinery,137.476,206.222,79.24,88.951,2.114,40.139,50.181749999999994,0.293,21.955,69.999,6.721,313.6,Very Poor,250.55714285714288,266.2033333333333,108.38671428571429,114.18478333333334,183.27399999999997,202.85580833333333,304.5,320.2,0.029885057471264354,2,3,Summer,0
2019-03-07,Mathura_Refinery,144.195,219.79,67.389,74.9,3.955,30.187,42.3,0.286,21.097,59.861,9.437,318.8,Very Poor,260.9142857142857,266.15666666666664,114.09114285714286,114.12243333333332,188.03942857142854,201.78554166666666,313.6,246.3,0.01658163265306123,3,3,Summer,0
2019-03-08,Mathura_Refinery,115.04,261.0,51.513,63.47,2.64,40.533,39.638,0.371,21.438,39.53,7.434,283.1,Poor,256.51428571428573,265.2733333333333,110.83557142857141,113.54903333333333,196.9267142857143,201.1178375,318.8,313.9,-0.11198243412797992,4,3,Summer,0
2019-03-09,Mathura_Refinery,90.591,227.662,46.874,46.137,1.607,27.518,32.914,0.32699999999999996,21.289,47.554,6.944,185.2,Moderate,258.0857142857143,263.6633333333333,113.42214285714286,113.218,199.28614285714283,199.33886666666666,283.1,174.2,-0.3458141999293537,5,3,Summer,1
2019-03-10,Mathura_Refinery,110.444,109.934,32.171,45.518,2.341,34.693,20.862,0.283,21.353,52.281,4.419,267.4,Poor,273.7857142857143,265.1,118.12185714285714,113.95896666666667,200.1777142857143,193.8609,185.2,157.5,0.44384449244060464,6,3,Summer,1
2019-03-11,Mathura_Refinery,105.142,134.938,53.595,61.364,2.561,43.275,45.452,0.3055,21.045,58.349,6.507,249.3,Poor,274.5571428571429,264.4133333333333,118.34585714285716,113.75746666666666,188.746,192.33703333333332,267.4,243.9,-0.06768885564697069,0,3,Summer,0
2019-03-12,Mathura_Refinery,73.342,183.922,64.56,53.777,1.796,28.266,48.376,0.328,21.765,40.842,8.128,156.1,Moderate,253.3571428571429,259.54333333333335,110.89,112.11876666666667,191.924,191.05731666666668,249.3,304.5,-0.37384677095868435,1,3,Summer,0
2019-03-13,Mathura_Refinery,64.339,201.324,94.882,65.606,3.055,34.067,49.6005,0.425,21.548,45.57333333333333,3.903,167.7,Moderate,232.5142857142857,254.67999999999998,100.44185714285716,109.68323333333333,191.22428571428574,188.96901666666665,156.1,313.6,0.07431133888532981,2,3,Summer,0
2019-03-14,Mathura_Refinery,66.341,218.726,63.943,52.196,1.613,38.103,50.181749999999994,0.522,22.8085,50.30466666666667,4.114,179.2,Moderate,212.57142857142858,252.1,89.31985714285713,108.31803333333332,191.07228571428573,189.6528166666667,167.7,318.8,0.06857483601669645,3,3,Summer,0
2019-03-15,Mathura_Refinery,104.918,243.192,56.332,35.007,1.766,54.358,37.503,0.334,24.069,55.036,3.46,248.5,Poor,207.6285714285714,250.32999999999998,87.87385714285713,107.7578,188.5282857142857,191.12720000000002,179.2,283.1,0.38671875,4,3,Summer,0
2019-03-16,Mathura_Refinery,98.558,200.89233333333334,44.315,59.929,1.917,32.187,35.926,0.292,25.745,51.443,7.839,226.8,Poor,213.57142857142853,247.78333333333333,89.01200000000001,106.91296666666668,184.70404761904766,191.16664444444444,248.5,185.2,-0.08732394366197183,5,3,Summer,1
2019-03-17,Mathura_Refinery,97.2835,158.59266666666667,48.29,51.872,2.834,37.751,34.349,0.415,27.502,71.507,3.92,222.5,Poor,207.15714285714284,244.99666666666664,87.13192857142859,105.90231666666666,191.65528571428575,189.43733333333333,226.8,267.4,-0.01895943562610236,6,3,Summer,1
2019-03-18,Mathura_Refinery,96.009,116.293,58.49,48.379,4.0,34.035,24.809,0.522,26.555,50.602,6.203,218.1,Poor,202.70000000000002,242.20333333333335,85.82721428571428,105.03166666666667,188.9917142857143,187.95666666666665,222.5,249.3,-0.01977528089887648,0,3,Summer,0
2019-03-19,Mathura_Refinery,106.475,147.966,56.503,42.607,4.308,22.465,30.71,0.36,25.94,64.627,8.789,253.8,Poor,216.65714285714284,241.04333333333332,90.5605,104.69236666666666,183.85514285714288,187.44396666666668,218.1,156.1,0.1636863823933976,1,3,Summer,0
2019-03-20,Mathura_Refinery,122.576,196.043,70.904,65.161,3.479,27.041,36.583,0.286,26.205,68.177,8.71,302.2,Very Poor,235.8714285714286,240.66,98.88007142857143,104.19223333333333,183.10071428571428,185.45833333333334,253.8,167.7,0.19070133963750968,2,3,Summer,0
2019-03-21,Mathura_Refinery,104.269,152.909,53.604,89.551,1.446,29.991,40.42,0.38,26.01,57.482,7.36,246.3,Poor,245.45714285714286,238.65999999999997,104.29835714285716,103.40556666666666,173.69828571428573,183.93263333333334,302.2,179.2,-0.18497683653209784,3,3,Summer,0
2019-03-22,Mathura_Refinery,116.556,205.485,67.951,70.013,2.721,22.525,45.949,0.31,25.426,55.073,8.472,288.2,Poor,251.12857142857143,237.9966666666667,105.96092857142857,102.94969999999999,168.31157142857143,185.82313333333335,246.3,248.5,0.17011774259033685,4,3,Summer,0
2019-03-23,Mathura_Refinery,84.259,209.995,60.471,58.596,3.505,27.161,40.883,0.237,25.172,54.075,8.596499999999999,180.4,Moderate,244.5,233.46666666666667,103.91821428571428,101.0622,169.61195238095237,184.98483333333334,288.2,226.8,-0.3740458015267175,5,3,Summer,1
2019-03-24,Mathura_Refinery,77.492,185.138,51.314,71.032,3.664,33.59,38.521,0.299,23.736,55.798,8.721,157.3,Moderate,235.1857142857143,232.07333333333332,101.09085714285716,100.8299,173.4041428571429,182.86566666666664,180.4,222.5,-0.12804878048780488,6,3,Summer,1
2019-03-25,Mathura_Refinery,83.318,74.061,49.251,39.492,3.629,35.09,30.388,0.508,25.936,48.94,3.586,177.2,Moderate,229.34285714285713,231.99666666666664,99.27785714285714,100.80746666666667,167.371,179.16423333333336,157.3,218.1,0.12650985378258084,0,3,Summer,0
2019-03-26,Mathura_Refinery,64.68,94.811,84.142,87.208,2.404,29.218,36.521,0.279,25.658,47.815,8.645,113.6,Moderate,209.31428571428572,230.2466666666667,93.30714285714285,100.29429999999999,159.77742857142857,178.20683333333332,177.2,253.8,-0.35891647855530473,1,3,Summer,0
2019-03-27,Mathura_Refinery,99.648,228.605,55.559,95.20100000000001,2.389,30.321,23.236,0.491,27.776,48.073,9.098,230.5,Poor,199.07142857142858,232.02,90.03171428571429,100.83776666666668,164.42914285714286,180.92913333333334,113.6,302.2,1.029049295774648,2,3,Summer,0
2019-03-28,Mathura_Refinery,89.181,169.48399999999998,58.266,45.415,4.145,32.117,44.356,0.35,27.95,48.487,8.37,197.2,Moderate,192.05714285714288,231.45,87.87628571428571,100.64763333333333,166.797,180.34613333333334,230.5,246.3,-0.1444685466377441,3,3,Summer,0
2019-03-29,Mathura_Refinery,96.807,110.363,60.973,55.986,2.433,34.88,27.166,0.392,25.897,48.774,7.0695,220.8,Poor,182.42857142857142,228.13666666666668,85.05499999999999,99.00568333333332,153.20814285714286,177.8014666666667,197.2,288.2,0.11967545638945243,4,3,Summer,0
2019-03-30,Mathura_Refinery,98.536,178.038,63.68,45.411,1.767,38.653,26.046,0.473,27.87,47.660333333333334,5.769,226.7,Poor,189.04285714285717,227.48333333333332,87.09457142857143,98.81475,148.64285714285714,177.52166666666665,220.8,180.4,0.026721014492753437,5,3,Summer,1
2019-03-31,Mathura_Refinery,98.211,165.131,61.092,46.897,2.718,34.271,18.7,0.393,23.274,46.54666666666667,5.269,225.6,Poor,198.79999999999998,224.54,90.05442857142859,97.49414999999999,145.78471428571427,176.39973333333333,226.7,157.3,-0.004852227613586169,6,3,Summer,1
2019-04-01,Mathura_Refinery,115.545,221.529,47.529,51.01,2.544,21.902,22.437,0.337,28.0,45.433,4.353,284.8,Poor,214.17142857142858,228.22666666666666,94.65828571428573,98.92948333333332,166.85157142857142,176.74583333333334,225.6,177.2,0.26241134751773054,0,4,Summer,0
2019-04-02,Mathura_Refinery,103.341,211.35,56.994,71.437,1.941,24.453,30.101,0.42,25.282,32.428,5.2645,243.1,Poor,232.67142857142855,231.08,100.18128571428572,99.78931666666668,183.5,180.33440000000002,284.8,113.6,-0.1464185393258427,1,4,Summer,0
2019-04-03,Mathura_Refinery,90.228,213.568,57.376,65.163,3.582,32.067,28.519,0.359,26.933,41.969,6.176,175.8,Moderate,224.85714285714286,228.81,98.83557142857141,99.34445,181.35185714285714,180.288,243.1,230.5,-0.2768408062525709,2,4,Summer,0
2019-04-04,Mathura_Refinery,93.044,210.103,47.683,63.327,3.484,43.851,41.703,0.406,27.595,45.485,6.283,208.0,Poor,226.40000000000003,225.59333333333333,99.38742857142857,98.26148333333335,187.15457142857144,181.90223333333333,175.8,197.2,0.18316268486916942,3,4,Summer,0
